event_id,order_id,event_type,event_time,actor_type,actor_id,source_system
EV-002300,O00784,DELIVERED,2026-08-05T12:33:12.348862,driver,D030,order_platform
EV-002301,O00785,ORDER_CREATED,2026-08-13T13:33:00,customer,C0384,order_platform
EV-002302,O00785,PICKED_UP,2026-08-13T13:46:53.944491,driver,D036,order_platform
EV-002303,O00785,DELIVERED,2026-08-13T14:31:48.226974,driver,D036,order_platform
EV-002304,O00786,ORDER_CREATED,2026-08-15T16:53:00,customer,C0058,order_platform
EV-002305,O00786,PICKED_UP,2026-08-15T17:26:00.215629,driver,D090,order_platform
EV-002306,O00786,DELIVERED,2026-08-15T18:32:55.357258,driver,D090,order_platform
EV-002307,O00787,ORDER_CREATED,2026-08-22T18:09:00,customer,C0418,order_platform
EV-002308,O00787,PICKED_UP,2026-08-22T18:51:05.680015,driver,D105,order_platform
EV-002309,O00787,DELIVERED,2026-08-22T19:33:51.211983,driver,D105,order_platform
EV-002310,O00788,ORDER_CREATED,2026-08-03T11:58:00,customer,C0500,order_platform
EV-002311,O00788,PICKED_UP,2026-08-03T12:16:34.129996,driver,D001,order_platform
EV-002312,O00788,DELIVERED,2026-08-03T12:53:19.748456,driver,D001,order_platform
EV-002313,O00789,ORDER_CREATED,2026-08-19T22:28:00,customer,C0534,order_platform
EV-002314,O00789,PICKED_UP,2026-08-19T22:52:17.016511,driver,D010,order_platform
EV-002315,O00789,DELIVERED,2026-08-19T23:26:50.309739,driver,D010,order_platform
EV-002316,O00790,ORDER_CREATED,2026-08-08T23:42:00,customer,C0587,order_platform
EV-002317,O00790,PICKED_UP,2026-08-09T00:25:30.735137,driver,D115,order_platform
EV-002318,O00790,DELIVERED,2026-08-09T01:17:28.350692,driver,D115,order_platform
EV-002319,O00791,ORDER_CREATED,2026-08-22T18:56:00,customer,C0666,order_platform
EV-002320,O00791,PICKED_UP,2026-08-22T19:21:19.971964,driver,D054,order_platform
EV-002321,O00791,DELIVERED,2026-08-22T19:56:57.274536,driver,D054,order_platform
EV-002322,O00792,ORDER_CREATED,2026-08-26T12:38:00,customer,C0871,order_platform
EV-002323,O00792,PICKED_UP,2026-08-26T12:51:33.252962,driver,D071,order_platform
EV-002324,O00792,DELIVERED,2026-08-26T13:52:04.417150,driver,D071,order_platform
EV-002325,O00793,ORDER_CREATED,2026-08-02T19:44:00,customer,C0830,order_platform
EV-002326,O00793,PICKED_UP,2026-08-02T20:28:01.009030,driver,D003,order_platform
EV-002327,O00793,DELIVERED,2026-08-02T21:19:10.505173,driver,D003,order_platform
EV-002328,O00794,ORDER_CREATED,2026-08-13T14:30:00,customer,C0613,order_platform
EV-002329,O00794,PICKED_UP,2026-08-13T15:03:35.288797,driver,D066,order_platform
EV-002330,O00794,DELIVERED,2026-08-13T15:33:10.618217,driver,D066,order_platform
EV-002331,O00795,ORDER_CREATED,2026-08-10T15:58:00,customer,C0254,order_platform
EV-002332,O00795,PICKED_UP,2026-08-10T16:25:21.368073,driver,D027,order_platform
EV-002333,O00795,DELIVERED,2026-08-10T17:08:24.326801,driver,D027,order_platform
EV-002334,O00796,ORDER_CREATED,2026-08-25T12:04:00,customer,C0417,order_platform
EV-002335,O00796,PICKED_UP,2026-08-25T12:22:20.492725,driver,D106,order_platform
EV-002336,O00796,DELIVERED,2026-08-25T13:07:51.497438,driver,D106,order_platform
EV-002337,O00797,ORDER_CREATED,2026-08-07T22:59:00,customer,C0011,order_platform
EV-002338,O00797,PICKED_UP,2026-08-07T23:45:18.076888,driver,D075,order_platform
EV-002339,O00797,DELIVERED,2026-08-08T00:25:12.099724,driver,D075,order_platform
EV-002340,O00798,ORDER_CREATED,2026-08-20T19:30:00,customer,C0371,order_platform
EV-002341,O00798,PICKED_UP,2026-08-20T20:06:42.086028,driver,D033,order_platform
EV-002342,O00799,ORDER_CREATED,2026-08-09T13:34:00,customer,C0009,order_platform
EV-002343,O00799,PICKED_UP,2026-08-09T14:15:15.409140,driver,D077,order_platform
EV-002344,O00799,DELIVERED,2026-08-09T14:47:41.983965,driver,D077,order_platform
EV-002345,O00800,ORDER_CREATED,2026-08-27T17:15:00,customer,C0723,order_platform
EV-002346,O00800,PICKED_UP,2026-08-27T17:41:16.151633,driver,D078,order_platform
EV-002347,O00800,DELIVERED,2026-08-27T18:08:35.250131,driver,D078,order_platform
EV-002348,O00801,ORDER_CREATED,2026-08-03T16:49:00,customer,C0331,order_platform
EV-002349,O00801,PICKED_UP,2026-08-03T17:28:13.097305,driver,D079,order_platform
EV-002350,O00801,DELIVERED,2026-08-03T18:25:02.853593,driver,D079,order_platform
EV-002351,O00802,ORDER_CREATED,2026-08-08T19:02:00,customer,C0888,order_platform
EV-002352,O00802,PICKED_UP,2026-08-08T19:15:11.015379,driver,D082,order_platform
EV-002353,O00802,DELIVERED,2026-08-08T19:57:15.530533,driver,D082,order_platform
EV-002354,O00803,ORDER_CREATED,2026-08-28T13:20:00,customer,C0880,order_platform
EV-002355,O00803,PICKED_UP,2026-08-28T13:58:12.321913,driver,D055,order_platform
EV-002356,O00803,DELIVERED,2026-08-28T14:46:40.708937,driver,D055,order_platform
EV-002357,O00804,ORDER_CREATED,2026-08-11T14:31:00,customer,C0031,order_platform
EV-002358,O00804,PICKED_UP,2026-08-11T15:00:57.746943,driver,D092,order_platform
EV-002359,O00804,DELIVERED,2026-08-11T15:41:33.345375,driver,D092,order_platform
EV-002360,O00805,ORDER_CREATED,2026-08-04T12:20:00,customer,C0661,order_platform
EV-002361,O00805,PICKED_UP,2026-08-04T12:57:56.674996,driver,D025,order_platform
EV-002362,O00805,DELIVERED,2026-08-04T13:26:32.600756,driver,D025,order_platform
EV-002363,O00806,ORDER_CREATED,2026-08-10T17:23:00,customer,C0885,order_platform
EV-002364,O00806,PICKED_UP,2026-08-10T17:41:37.378173,driver,D024,order_platform
EV-002365,O00806,DELIVERED,2026-08-10T18:44:34.522024,driver,D024,order_platform
EV-002366,O00807,ORDER_CREATED,2026-08-16T20:35:00,customer,C0327,order_platform
EV-002367,O00807,PICKED_UP,2026-08-16T20:56:49.509629,driver,D077,order_platform
EV-002368,O00807,DELIVERED,2026-08-16T21:54:29.554123,driver,D077,order_platform
EV-002369,O00808,ORDER_CREATED,2026-08-01T16:56:00,customer,C0392,order_platform
EV-002370,O00808,PICKED_UP,2026-08-01T17:44:46.475284,driver,D071,order_platform
EV-002371,O00808,DELIVERED,2026-08-01T18:37:12.128398,driver,D071,order_platform
EV-002372,O00809,ORDER_CREATED,2026-08-02T18:14:00,customer,C0864,order_platform
EV-002373,O00809,PICKED_UP,2026-08-02T18:30:19.683728,driver,D008,order_platform
EV-002374,O00809,DELIVERED,2026-08-02T19:23:30.952729,driver,D008,order_platform
EV-002375,O00810,ORDER_CREATED,2026-08-20T19:18:00,customer,C0274,order_platform
EV-002376,O00810,PICKED_UP,2026-08-20T19:39:08.541100,driver,D111,order_platform
EV-002377,O00810,DELIVERED,2026-08-20T20:12:43.050330,driver,D111,order_platform
EV-002378,O00811,ORDER_CREATED,2026-08-25T17:23:00,customer,C0729,order_platform
EV-002379,O00811,PICKED_UP,2026-08-25T18:04:59.204959,driver,D024,order_platform
EV-002380,O00811,DELIVERED,2026-08-25T18:48:33.957100,driver,D024,order_platform
EV-002381,O00812,ORDER_CREATED,2026-08-05T16:01:00,customer,C0575,order_platform
EV-002382,O00812,PICKED_UP,2026-08-05T16:19:11.638441,driver,D094,order_platform
EV-002383,O00812,DELIVERED,2026-08-05T16:57:25.524261,driver,D094,order_platform
EV-002384,O00813,ORDER_CREATED,2026-08-25T18:56:00,customer,C0304,order_platform
EV-002385,O00813,PICKED_UP,2026-08-25T19:15:50.488199,driver,D087,order_platform
EV-002386,O00813,DELIVERED,2026-08-25T20:06:57.402485,driver,D087,order_platform
EV-002387,O00814,ORDER_CREATED,2026-08-03T17:48:00,customer,C0765,order_platform
EV-002388,O00814,PICKED_UP,2026-08-03T18:40:11.960955,driver,D011,order_platform
EV-002389,O00814,DELIVERED,2026-08-03T18:49:02.169069,driver,D011,order_platform
EV-002390,O00815,ORDER_CREATED,2026-08-08T14:41:00,customer,C0873,order_platform
EV-002391,O00815,PICKED_UP,2026-08-08T14:57:27.174449,driver,D074,order_platform
EV-002392,O00815,DELIVERED,2026-08-08T15:59:06.699578,driver,D074,order_platform
EV-002393,O00816,ORDER_CREATED,2026-08-22T17:32:00,customer,C0306,order_platform
EV-002394,O00816,PICKED_UP,2026-08-22T18:01:50.470523,driver,D102,order_platform
EV-002395,O00816,DELIVERED,2026-08-22T18:41:37.075833,driver,D102,order_platform
EV-002396,O00817,ORDER_CREATED,2026-08-06T17:09:00,customer,C0727,order_platform
EV-002397,O00817,PICKED_UP,2026-08-06T17:22:57.435562,driver,D035,order_platform
EV-002398,O00817,DELIVERED,2026-08-06T18:20:37.792251,driver,D035,order_platform
EV-002399,O00818,ORDER_CREATED,2026-08-10T18:28:00,customer,C0790,order_platform
EV-002400,O00818,PICKED_UP,2026-08-10T18:43:38.754949,driver,D089,order_platform
EV-002401,O00818,DELIVERED,2026-08-10T19:25:30.039218,driver,D089,order_platform
EV-002402,O00819,ORDER_CREATED,2026-08-12T18:41:00,customer,C0342,order_platform
EV-002403,O00819,PICKED_UP,2026-08-12T19:19:26.076991,driver,D021,order_platform
EV-002404,O00819,DELIVERED,2026-08-12T20:20:50.220152,driver,D021,order_platform
EV-002405,O00820,ORDER_CREATED,2026-08-15T23:38:00,customer,C0783,order_platform
EV-002406,O00820,PICKED_UP,2026-08-16T00:09:02.680034,driver,D056,order_platform
EV-002407,O00820,DELIVERED,2026-08-16T00:58:49.331485,driver,D056,order_platform
EV-002408,O00821,ORDER_CREATED,2026-08-28T11:17:00,customer,C0642,order_platform
EV-002409,O00821,PICKED_UP,2026-08-28T11:39:22.514193,driver,D095,order_platform
EV-002410,O00821,DELIVERED,2026-08-28T12:32:03.677063,driver,D095,order_platform
EV-002411,O00822,ORDER_CREATED,2026-08-04T16:16:00,customer,C0095,order_platform
EV-002412,O00822,PICKED_UP,2026-08-04T16:40:51.674399,driver,D017,order_platform
EV-002413,O00822,DELIVERED,2026-08-04T17:03:27.894153,driver,D017,order_platform
EV-002414,O00823,ORDER_CREATED,2026-08-23T18:17:00,customer,C0301,order_platform
EV-002415,O00823,PICKED_UP,2026-08-23T18:57:11.020615,driver,D107,order_platform
EV-002416,O00823,DELIVERED,2026-08-23T19:40:50.028972,driver,D107,order_platform
EV-002417,O00824,ORDER_CREATED,2026-08-03T23:56:00,customer,C0399,order_platform
EV-002418,O00824,PICKED_UP,2026-08-04T00:18:10.147447,driver,D023,order_platform
EV-002419,O00825,ORDER_CREATED,2026-08-08T19:51:00,customer,C0023,order_platform
EV-002420,O00825,PICKED_UP,2026-08-08T20:09:01.314180,driver,D026,order_platform
EV-002421,O00825,DELIVERED,2026-08-08T20:54:58.768926,driver,D026,order_platform
EV-002422,O00826,ORDER_CREATED,2026-08-12T18:30:00,customer,C0625,order_platform
EV-002423,O00826,PICKED_UP,2026-08-12T19:04:05.730714,driver,D010,order_platform
EV-002424,O00826,DELIVERED,2026-08-12T19:50:42.166666,driver,D010,order_platform
EV-002425,O00827,ORDER_CREATED,2026-08-16T19:26:00,customer,C0332,order_platform
EV-002426,O00827,PICKED_UP,2026-08-16T19:48:42.257515,driver,D081,order_platform
EV-002427,O00827,DELIVERED,2026-08-16T20:40:25.871737,driver,D081,order_platform
EV-002428,O00828,ORDER_CREATED,2026-08-18T19:47:00,customer,C0838,order_platform
EV-002429,O00828,PICKED_UP,2026-08-18T20:24:35.468933,driver,D094,order_platform
EV-002430,O00828,DELIVERED,2026-08-18T21:12:13.348606,driver,D094,order_platform
EV-002431,O00829,ORDER_CREATED,2026-08-09T22:42:00,customer,C0155,order_platform
EV-002432,O00829,PICKED_UP,2026-08-09T23:09:02.775964,driver,D067,order_platform
EV-002433,O00829,DELIVERED,2026-08-10T00:08:48.638223,driver,D067,order_platform
EV-002434,O00830,ORDER_CREATED,2026-08-25T23:14:00,customer,C0553,order_platform
EV-002435,O00830,PICKED_UP,2026-08-25T23:38:59.284984,driver,D046,order_platform
EV-002436,O00831,ORDER_CREATED,2026-08-25T17:52:00,customer,C0880,order_platform
EV-002437,O00831,PICKED_UP,2026-08-25T18:19:36.740531,driver,D037,order_platform
EV-002438,O00832,ORDER_CREATED,2026-08-06T20:43:00,customer,C0643,order_platform
EV-002439,O00832,PICKED_UP,2026-08-06T21:05:33.192800,driver,D045,order_platform
EV-002440,O00832,DELIVERED,2026-08-06T21:52:08.761503,driver,D045,order_platform
EV-002441,O00833,ORDER_CREATED,2026-08-20T19:43:00,customer,C0343,order_platform
EV-002442,O00833,PICKED_UP,2026-08-20T20:19:29.247161,driver,D094,order_platform
EV-002443,O00833,DELIVERED,2026-08-20T20:48:48.295012,driver,D094,order_platform
EV-002444,O00834,ORDER_CREATED,2026-08-16T20:05:00,customer,C0398,order_platform
EV-002445,O00834,PICKED_UP,2026-08-16T20:39:04.339337,driver,D032,order_platform
EV-002446,O00834,DELIVERED,2026-08-16T21:30:08.134635,driver,D032,order_platform
EV-002447,O00835,ORDER_CREATED,2026-08-14T12:43:00,customer,C0803,order_platform
EV-002448,O00835,PICKED_UP,2026-08-14T13:07:36.217118,driver,D014,order_platform
EV-002449,O00835,DELIVERED,2026-08-14T13:55:26.155154,driver,D014,order_platform
EV-002450,O00836,ORDER_CREATED,2026-08-17T18:57:00,customer,C0263,order_platform
EV-002451,O00836,PICKED_UP,2026-08-17T19:44:15.440913,driver,D070,order_platform
EV-002452,O00836,DELIVERED,2026-08-17T20:35:59.649573,driver,D070,order_platform
EV-002453,O00837,ORDER_CREATED,2026-08-21T22:49:00,customer,C0343,order_platform
EV-002454,O00837,PICKED_UP,2026-08-21T23:14:19.230016,driver,D067,order_platform
EV-002455,O00837,DELIVERED,2026-08-22T00:08:31.250876,driver,D067,order_platform
EV-002456,O00838,ORDER_CREATED,2026-08-01T18:23:00,customer,C0276,order_platform
EV-002457,O00838,PICKED_UP,2026-08-01T18:38:43.156359,driver,D014,order_platform
EV-002458,O00838,DELIVERED,2026-08-01T19:05:13.824800,driver,D014,order_platform
EV-002459,O00839,ORDER_CREATED,2026-08-17T22:58:00,customer,C0526,order_platform
EV-002460,O00839,PICKED_UP,2026-08-17T23:27:27.259821,driver,D037,order_platform
EV-002461,O00839,DELIVERED,2026-08-18T00:09:30.201692,driver,D037,order_platform
EV-002462,O00840,ORDER_CREATED,2026-08-07T13:08:00,customer,C0016,order_platform
EV-002463,O00840,PICKED_UP,2026-08-07T13:29:14.230851,driver,D011,order_platform
EV-002464,O00841,ORDER_CREATED,2026-08-19T18:19:00,customer,C0118,order_platform
EV-002465,O00841,PICKED_UP,2026-08-19T18:42:04.381848,driver,D083,order_platform
EV-002466,O00841,DELIVERED,2026-08-19T19:40:26.637445,driver,D083,order_platform
EV-002467,O00842,ORDER_CREATED,2026-08-26T12:42:00,customer,C0660,order_platform
EV-002468,O00842,PICKED_UP,2026-08-26T13:30:00.981231,driver,D116,order_platform
EV-002469,O00842,DELIVERED,2026-08-26T13:56:06.259045,driver,D116,order_platform
EV-002470,O00843,ORDER_CREATED,2026-08-02T21:49:00,customer,C0439,order_platform
EV-002471,O00843,PICKED_UP,2026-08-02T22:19:43.603646,driver,D100,order_platform
EV-002472,O00843,DELIVERED,2026-08-02T22:51:10.627848,driver,D100,order_platform
EV-002473,O00844,ORDER_CREATED,2026-08-25T12:38:00,customer,C0588,order_platform
EV-002474,O00844,PICKED_UP,2026-08-25T13:13:47.011384,driver,D099,order_platform
EV-002475,O00844,DELIVERED,2026-08-25T13:46:40.829338,driver,D099,order_platform
EV-002476,O00845,ORDER_CREATED,2026-08-16T18:24:00,customer,C0597,order_platform
EV-002477,O00845,PICKED_UP,2026-08-16T18:56:30.208177,driver,D077,order_platform
EV-002478,O00845,DELIVERED,2026-08-16T19:22:52.966966,driver,D077,order_platform
EV-002479,O00846,ORDER_CREATED,2026-08-18T18:40:00,customer,C0140,order_platform
EV-002480,O00846,PICKED_UP,2026-08-18T19:04:29.753529,driver,D082,order_platform
EV-002481,O00846,DELIVERED,2026-08-18T19:45:04.036445,driver,D082,order_platform
EV-002482,O00847,ORDER_CREATED,2026-08-17T19:17:00,customer,C0481,order_platform
EV-002483,O00847,PICKED_UP,2026-08-17T19:45:15.416585,driver,D035,order_platform
EV-002484,O00847,DELIVERED,2026-08-17T20:16:15.230207,driver,D035,order_platform
EV-002485,O00848,ORDER_CREATED,2026-08-17T13:46:00,customer,C0682,order_platform
EV-002486,O00848,PICKED_UP,2026-08-17T14:09:18.117199,driver,D043,order_platform
EV-002487,O00848,DELIVERED,2026-08-17T15:03:22.390052,driver,D043,order_platform
EV-002488,O00849,ORDER_CREATED,2026-08-20T12:07:00,customer,C0739,order_platform
EV-002489,O00849,PICKED_UP,2026-08-20T12:36:21.256784,driver,D117,order_platform
EV-002490,O00849,DELIVERED,2026-08-20T13:45:22.878021,driver,D117,order_platform
EV-002491,O00850,ORDER_CREATED,2026-08-16T18:20:00,customer,C0412,order_platform
EV-002492,O00850,PICKED_UP,2026-08-16T18:43:30.654506,driver,D002,order_platform
EV-002493,O00850,DELIVERED,2026-08-16T19:11:36.841928,driver,D002,order_platform
EV-002494,O00851,ORDER_CREATED,2026-08-07T11:42:00,customer,C0584,order_platform
EV-002495,O00851,PICKED_UP,2026-08-07T11:57:42.201732,driver,D083,order_platform
EV-002496,O00851,DELIVERED,2026-08-07T12:42:31.839199,driver,D083,order_platform
EV-002497,O00852,ORDER_CREATED,2026-08-08T13:52:00,customer,C0808,order_platform
EV-002498,O00852,PICKED_UP,2026-08-08T14:35:44.206558,driver,D118,order_platform
EV-002499,O00852,DELIVERED,2026-08-08T15:23:48.566562,driver,D118,order_platform
EV-002500,O00853,ORDER_CREATED,2026-08-04T11:42:00,customer,C0335,order_platform
EV-002501,O00853,PICKED_UP,2026-08-04T12:11:53.817080,driver,D036,order_platform
EV-002502,O00853,DELIVERED,2026-08-04T12:45:05.247031,driver,D036,order_platform
EV-002503,O00854,ORDER_CREATED,2026-08-22T18:50:00,customer,C0575,order_platform
EV-002504,O00854,PICKED_UP,2026-08-22T19:33:11.908823,driver,D094,order_platform
EV-002505,O00854,DELIVERED,2026-08-22T20:27:37.081650,driver,D094,order_platform
EV-002506,O00855,ORDER_CREATED,2026-08-23T16:14:00,customer,C0377,order_platform
EV-002507,O00855,PICKED_UP,2026-08-23T16:36:22.864159,driver,D059,order_platform
EV-002508,O00855,DELIVERED,2026-08-23T17:34:28.591437,driver,D059,order_platform
EV-002509,O00856,ORDER_CREATED,2026-08-03T18:22:00,customer,C0735,order_platform
EV-002510,O00856,PICKED_UP,2026-08-03T18:42:04.921679,driver,D086,order_platform
EV-002511,O00856,DELIVERED,2026-08-03T19:19:34.964724,driver,D086,order_platform
EV-002512,O00857,ORDER_CREATED,2026-08-23T18:16:00,customer,C0244,order_platform
EV-002513,O00857,PICKED_UP,2026-08-23T18:47:20.041957,driver,D088,order_platform
EV-002514,O00857,DELIVERED,2026-08-23T19:39:46.767632,driver,D088,order_platform
EV-002515,O00858,ORDER_CREATED,2026-08-02T18:50:00,customer,C0528,order_platform
EV-002516,O00858,PICKED_UP,2026-08-02T19:09:59.566241,driver,D008,order_platform
EV-002517,O00858,DELIVERED,2026-08-02T20:13:45.040736,driver,D008,order_platform
EV-002518,O00859,ORDER_CREATED,2026-08-09T20:11:00,customer,C0841,order_platform
EV-002519,O00859,PICKED_UP,2026-08-09T20:28:21.873701,driver,D059,order_platform
EV-002520,O00859,DELIVERED,2026-08-09T21:00:09.009957,driver,D059,order_platform
EV-002521,O00860,ORDER_CREATED,2026-08-17T21:25:00,customer,C0518,order_platform
EV-002522,O00860,PICKED_UP,2026-08-17T21:43:14.347813,driver,D113,order_platform
EV-002523,O00860,DELIVERED,2026-08-17T22:09:38.345727,driver,D113,order_platform
EV-002524,O00861,ORDER_CREATED,2026-08-03T23:08:00,customer,C0183,order_platform
EV-002525,O00861,PICKED_UP,2026-08-03T23:35:57.627446,driver,D058,order_platform
EV-002526,O00861,DELIVERED,2026-08-04T00:18:15.808052,driver,D058,order_platform
EV-002527,O00862,ORDER_CREATED,2026-08-09T18:26:00,customer,C0067,order_platform
EV-002528,O00862,PICKED_UP,2026-08-09T19:16:31.622000,driver,D096,order_platform
EV-002529,O00862,DELIVERED,2026-08-09T20:05:24.298945,driver,D096,order_platform
EV-002530,O00863,ORDER_CREATED,2026-08-25T19:09:00,customer,C0657,order_platform
EV-002531,O00863,PICKED_UP,2026-08-25T19:34:44.852623,driver,D103,order_platform
EV-002532,O00863,DELIVERED,2026-08-25T20:22:30.421397,driver,D103,order_platform
EV-002533,O00864,ORDER_CREATED,2026-08-15T13:03:00,customer,C0237,order_platform
EV-002534,O00864,PICKED_UP,2026-08-15T13:29:13.485953,driver,D076,order_platform
EV-002535,O00864,DELIVERED,2026-08-15T14:08:23.327115,driver,D076,order_platform
EV-002536,O00865,ORDER_CREATED,2026-08-28T21:04:00,customer,C0272,order_platform
EV-002537,O00865,PICKED_UP,2026-08-28T21:18:41.788656,driver,D036,order_platform
EV-002538,O00865,DELIVERED,2026-08-28T22:10:01.532718,driver,D036,order_platform
EV-002539,O00866,ORDER_CREATED,2026-08-11T20:29:00,customer,C0342,order_platform
EV-002540,O00866,PICKED_UP,2026-08-11T20:45:42.202426,driver,D119,order_platform
EV-002541,O00866,DELIVERED,2026-08-11T21:32:27.228041,driver,D119,order_platform
EV-002542,O00867,ORDER_CREATED,2026-08-24T18:04:00,customer,C0587,order_platform
EV-002543,O00867,PICKED_UP,2026-08-24T18:27:22.899075,driver,D100,order_platform
EV-002544,O00867,DELIVERED,2026-08-24T19:05:40.020409,driver,D100,order_platform
EV-002545,O00868,ORDER_CREATED,2026-08-02T11:00:00,customer,C0881,order_platform
EV-002546,O00868,PICKED_UP,2026-08-02T11:24:19.405504,driver,D008,order_platform
EV-002547,O00868,DELIVERED,2026-08-02T12:32:22.041184,driver,D008,order_platform
EV-002548,O00869,ORDER_CREATED,2026-08-09T20:50:00,customer,C0519,order_platform
EV-002549,O00869,PICKED_UP,2026-08-09T21:14:55.116533,driver,D010,order_platform
EV-002550,O00869,DELIVERED,2026-08-09T21:58:01.471632,driver,D010,order_platform
EV-002551,O00870,ORDER_CREATED,2026-08-27T20:40:00,customer,C0166,order_platform
EV-002552,O00870,PICKED_UP,2026-08-27T21:05:06.874847,driver,D043,order_platform
EV-002553,O00870,DELIVERED,2026-08-27T22:01:01.794127,driver,D043,order_platform
EV-002554,O00871,ORDER_CREATED,2026-08-17T16:46:00,customer,C0621,order_platform
EV-002555,O00871,PICKED_UP,2026-08-17T17:02:26.061448,driver,D092,order_platform
EV-002556,O00871,DELIVERED,2026-08-17T18:04:22.619317,driver,D092,order_platform
EV-002557,O00872,ORDER_CREATED,2026-08-18T18:26:00,customer,C0139,order_platform
EV-002558,O00872,PICKED_UP,2026-08-18T18:57:50.599690,driver,D114,order_platform
EV-002559,O00872,DELIVERED,2026-08-18T19:48:35.861226,driver,D114,order_platform
EV-002560,O00873,ORDER_CREATED,2026-08-05T17:01:00,customer,C0301,order_platform
EV-002561,O00873,PICKED_UP,2026-08-05T17:20:52.733979,driver,D010,order_platform
EV-002562,O00873,DELIVERED,2026-08-05T17:56:08.815245,driver,D010,order_platform
EV-002563,O00874,ORDER_CREATED,2026-08-06T19:37:00,customer,C0133,order_platform
EV-002564,O00874,PICKED_UP,2026-08-06T20:31:50.915352,driver,D008,order_platform
EV-002565,O00874,DELIVERED,2026-08-06T21:19:29.735858,driver,D008,order_platform
EV-002566,O00875,ORDER_CREATED,2026-08-10T23:23:00,customer,C0356,order_platform
EV-002567,O00875,PICKED_UP,2026-08-10T23:57:33.888524,driver,D069,order_platform
EV-002568,O00875,DELIVERED,2026-08-11T00:32:44.542189,driver,D069,order_platform
EV-002569,O00876,ORDER_CREATED,2026-08-27T22:50:00,customer,C0754,order_platform
EV-002570,O00876,PICKED_UP,2026-08-27T23:06:04.179160,driver,D095,order_platform
EV-002571,O00876,DELIVERED,2026-08-27T23:48:45.962206,driver,D095,order_platform
EV-002572,O00877,ORDER_CREATED,2026-08-20T14:18:00,customer,C0612,order_platform
EV-002573,O00877,PICKED_UP,2026-08-20T14:42:07.350378,driver,D073,order_platform
EV-002574,O00877,DELIVERED,2026-08-20T15:26:50.368469,driver,D073,order_platform
EV-002575,O00878,ORDER_CREATED,2026-08-07T15:09:00,customer,C0815,order_platform
EV-002576,O00878,PICKED_UP,2026-08-07T15:48:13.445935,driver,D030,order_platform
EV-002577,O00878,DELIVERED,2026-08-07T16:17:37.155106,driver,D030,order_platform
EV-002578,O00879,ORDER_CREATED,2026-08-21T19:42:00,customer,C0049,order_platform
EV-002579,O00879,PICKED_UP,2026-08-21T20:10:28.445315,driver,D005,order_platform
EV-002580,O00879,DELIVERED,2026-08-21T20:56:45.964326,driver,D005,order_platform
EV-002581,O00880,ORDER_CREATED,2026-08-09T17:52:00,customer,C0345,order_platform
EV-002582,O00880,PICKED_UP,2026-08-09T18:15:45.666363,driver,D038,order_platform
EV-002583,O00880,DELIVERED,2026-08-09T18:53:59.606120,driver,D038,order_platform
EV-002584,O00881,ORDER_CREATED,2026-08-14T12:56:00,customer,C0641,order_platform
EV-002585,O00881,PICKED_UP,2026-08-14T13:29:05.025079,driver,D009,order_platform
EV-002586,O00881,DELIVERED,2026-08-14T14:29:15.196188,driver,D009,order_platform
EV-002587,O00882,ORDER_CREATED,2026-08-26T19:21:00,customer,C0155,order_platform
EV-002588,O00882,PICKED_UP,2026-08-26T19:41:56.185161,driver,D104,order_platform
EV-002589,O00882,DELIVERED,2026-08-26T20:33:05.772625,driver,D104,order_platform
EV-002590,O00883,ORDER_CREATED,2026-08-15T23:37:00,customer,C0769,order_platform
EV-002591,O00883,PICKED_UP,2026-08-16T00:07:31.753897,driver,D032,order_platform
EV-002592,O00883,DELIVERED,2026-08-16T00:35:31.174890,driver,D032,order_platform
EV-002593,O00884,ORDER_CREATED,2026-08-19T14:16:00,customer,C0177,order_platform
EV-002594,O00884,PICKED_UP,2026-08-19T14:53:46.243018,driver,D011,order_platform
EV-002595,O00884,DELIVERED,2026-08-19T15:35:21.381588,driver,D011,order_platform
EV-002596,O00885,ORDER_CREATED,2026-08-18T20:34:00,customer,C0316,order_platform
EV-002597,O00885,PICKED_UP,2026-08-18T20:53:29.589466,driver,D078,order_platform
EV-002598,O00885,DELIVERED,2026-08-18T21:45:28.988525,driver,D078,order_platform
EV-002599,O00886,ORDER_CREATED,2026-08-28T14:24:00,customer,C0282,order_platform
EV-002600,O00886,PICKED_UP,2026-08-28T14:42:29.214162,driver,D085,order_platform
EV-002601,O00886,DELIVERED,2026-08-28T15:35:47.311797,driver,D085,order_platform
EV-002602,O00887,ORDER_CREATED,2026-08-10T19:26:00,customer,C0579,order_platform
EV-002603,O00887,PICKED_UP,2026-08-10T19:51:40.676427,driver,D044,order_platform
EV-002604,O00887,DELIVERED,2026-08-10T20:38:51.484045,driver,D044,order_platform
EV-002605,O00888,ORDER_CREATED,2026-08-08T12:49:00,customer,C0774,order_platform
EV-002606,O00888,PICKED_UP,2026-08-08T13:15:59.428158,driver,D086,order_platform
EV-002607,O00888,DELIVERED,2026-08-08T14:18:26.668317,driver,D086,order_platform
EV-002608,O00889,ORDER_CREATED,2026-08-13T20:34:00,customer,C0035,order_platform
EV-002609,O00889,PICKED_UP,2026-08-13T20:56:29.200377,driver,D050,order_platform
EV-002610,O00889,DELIVERED,2026-08-13T21:57:13.014797,driver,D050,order_platform
EV-002611,O00890,ORDER_CREATED,2026-08-25T19:01:00,customer,C0883,order_platform
