order_id,final_status_norm,delivered_flag,late_flag,delay_min,outcome_bucket
O01125,delivered,1,0.0,-12.9,delivered_on_time
O01126,delivered,1,0.0,-18.46,delivered_on_time
O01127,delivered,1,1.0,1.21,delivered_late
O01128,delivered,1,1.0,2.17,delivered_late
O01129,delivered,1,1.0,1.05,delivered_late
O01130,delivered,1,0.0,-8.45,delivered_on_time
O01131,delivered,1,0.0,-2.8,delivered_on_time
O01132,delivered,1,1.0,21.39,delivered_late
O01133,delivered,1,1.0,19.1,delivered_late
O01134,delivered,1,1.0,2.98,delivered_late
O01135,delivered,1,1.0,6.23,delivered_late
O01136,delivered,1,1.0,2.83,delivered_late
O01137,delivered,1,1.0,0.42,delivered_late
O01138,delivered,1,1.0,10.42,delivered_late
O01139,delivered,1,0.0,-4.5,delivered_on_time
O01140,delivered,1,1.0,2.45,delivered_late
O01141,delivered,1,1.0,15.37,delivered_late
O01142,delivered,1,1.0,6.57,delivered_late
O01143,delivered,1,1.0,0.96,delivered_late
O01144,delivered,1,1.0,30.13,delivered_late
O01145,delivered,1,1.0,1.19,delivered_late
O01146,delivered,1,1.0,6.19,delivered_late
O01147,delivered,1,1.0,4.03,delivered_late
O01148,delivered,1,1.0,7.42,delivered_late
O01149,delivered,1,,,unknown
O01150,cancelled,0,,,cancelled
O01151,delivered,1,0.0,-7.15,delivered_on_time
O01152,delivered,1,1.0,8.19,delivered_late
O01153,delivered,1,1.0,21.04,delivered_late
O01154,delivered,1,0.0,-4.17,delivered_on_time
O01155,delivered,1,0.0,-10.6,delivered_on_time
O01156,delivered,1,1.0,6.61,delivered_late
O01157,cancelled,0,,,cancelled
O01158,delivered,1,0.0,-4.73,delivered_on_time
O01159,delivered,1,1.0,0.71,delivered_late
O01160,delivered,1,1.0,19.07,delivered_late
O01161,delivered,1,0.0,-3.98,delivered_on_time
O01162,delivered,1,0.0,-5.5,delivered_on_time
O01163,delivered,1,1.0,0.36,delivered_late
O01164,delivered,1,1.0,8.53,delivered_late
O01165,delivered,1,1.0,9.0,delivered_late
O01166,delivered,1,0.0,-6.38,delivered_on_time
O01167,delivered,1,1.0,19.02,delivered_late
O01168,delivered,1,1.0,2.44,delivered_late
O01169,delivered,1,1.0,21.83,delivered_late
O01170,delivered,1,1.0,15.21,delivered_late
O01171,delivered,1,0.0,-4.23,delivered_on_time
O01172,delivered,1,0.0,-6.97,delivered_on_time
O01173,delivered,1,0.0,-11.24,delivered_on_time
O01174,delivered,1,0.0,-11.48,delivered_on_time
O01175,delivered,1,,,unknown
O01176,delivered,1,1.0,13.13,delivered_late
O01177,delivered,1,0.0,-2.37,delivered_on_time
O01178,delivered,1,1.0,10.33,delivered_late
O01179,delivered,1,1.0,12.8,delivered_late
O01180,delivered,1,1.0,9.93,delivered_late
O01181,delivered,1,0.0,-2.79,delivered_on_time
O01182,delivered,1,1.0,7.45,delivered_late
O01183,delivered,1,1.0,14.83,delivered_late
O01184,delivered,1,0.0,-5.92,delivered_on_time
O01185,delivered,1,1.0,12.14,delivered_late
O01186,delivered,1,0.0,-0.42,delivered_on_time
O01187,delivered,1,1.0,23.54,delivered_late
O01188,delivered,1,1.0,1.12,delivered_late
O01189,delivered,1,1.0,2.6,delivered_late
O01190,delivered,1,0.0,-5.77,delivered_on_time
O01191,delivered,1,1.0,6.76,delivered_late
O01192,delivered,1,0.0,-3.47,delivered_on_time
O01193,delivered,1,0.0,-2.14,delivered_on_time
O01194,delivered,1,1.0,3.65,delivered_late
O01195,delivered,1,,,unknown
O01196,delivered,1,0.0,-8.49,delivered_on_time
O01197,delivered,1,1.0,31.61,delivered_late
O01198,delivered,1,1.0,6.92,delivered_late
O01199,delivered,1,0.0,-1.23,delivered_on_time
O01200,delivered,1,0.0,-3.55,delivered_on_time
O01201,delivered,1,1.0,1.79,delivered_late
O01202,delivered,1,0.0,-0.55,delivered_on_time
O01203,delivered,1,1.0,9.23,delivered_late
O01204,delivered,1,1.0,1.17,delivered_late
O01205,delivered,1,1.0,4.47,delivered_late
O01206,delivered,1,,,unknown
O01207,delivered,1,0.0,-12.38,delivered_on_time
O01208,delivered,1,0.0,-4.98,delivered_on_time
O01209,delivered,1,0.0,-6.42,delivered_on_time
O01210,delivered,1,1.0,6.13,delivered_late
O01211,delivered,1,0.0,-0.38,delivered_on_time
O01212,delivered,1,1.0,9.71,delivered_late
O01213,delivered,1,1.0,7.94,delivered_late
O01214,delivered,1,,,unknown
O01215,delivered,1,0.0,-3.4,delivered_on_time
O01216,delivered,1,1.0,3.97,delivered_late
O01217,delivered,1,1.0,23.63,delivered_late
O01218,delivered,1,0.0,-18.8,delivered_on_time
O01219,delivered,1,1.0,0.41,delivered_late
O01220,delivered,1,0.0,-5.49,delivered_on_time
O01221,delivered,1,0.0,-2.79,delivered_on_time
O01222,cancelled,0,,,cancelled
O01223,delivered,1,0.0,-4.29,delivered_on_time
O01224,delivered,1,1.0,1.73,delivered_late
O01225,delivered,1,0.0,-16.46,delivered_on_time
O01226,delivered,1,0.0,-1.35,delivered_on_time
O01227,delivered,1,0.0,-1.53,delivered_on_time
O01228,delivered,1,0.0,-20.06,delivered_on_time
O01229,delivered,1,0.0,-8.67,delivered_on_time
O01230,delivered,1,1.0,6.75,delivered_late
O01231,delivered,1,0.0,-10.61,delivered_on_time
O01232,delivered,1,1.0,22.05,delivered_late
O01233,delivered,1,1.0,23.39,delivered_late
O01234,delivered,1,0.0,-6.99,delivered_on_time
O01235,delivered,1,1.0,32.0,delivered_late
O01236,delivered,1,0.0,-3.04,delivered_on_time
O01237,cancelled,0,,,cancelled
O01238,delivered,1,1.0,6.66,delivered_late
O01239,delivered,1,0.0,-7.86,delivered_on_time
O01240,cancelled,0,,,cancelled
O01241,delivered,1,0.0,-6.62,delivered_on_time
O01242,delivered,1,0.0,-9.28,delivered_on_time
O01243,delivered,1,1.0,2.43,delivered_late
O01244,delivered,1,1.0,4.47,delivered_late
O01245,delivered,1,1.0,12.97,delivered_late
O01246,delivered,1,1.0,22.49,delivered_late
O01247,delivered,1,1.0,2.19,delivered_late
O01248,delivered,1,1.0,12.52,delivered_late
O01249,delivered,1,0.0,-4.58,delivered_on_time
O01250,delivered,1,1.0,17.04,delivered_late
O01251,delivered,1,1.0,5.47,delivered_late
O01252,delivered,1,,,unknown
O01253,delivered,1,0.0,-11.26,delivered_on_time
O01254,delivered,1,1.0,4.93,delivered_late
O01255,delivered,1,1.0,4.93,delivered_late
O01256,delivered,1,0.0,-0.99,delivered_on_time
O01257,delivered,1,1.0,9.89,delivered_late
O01258,delivered,1,1.0,5.47,delivered_late
O01259,delivered,1,1.0,4.02,delivered_late
O01260,delivered,1,0.0,-4.89,delivered_on_time
O01261,delivered,1,0.0,-4.39,delivered_on_time
O01262,delivered,1,0.0,-3.5,delivered_on_time
O01263,delivered,1,0.0,-12.18,delivered_on_time
O01264,delivered,1,0.0,-10.27,delivered_on_time
O01265,delivered,1,0.0,-1.19,delivered_on_time
O01266,delivered,1,1.0,13.14,delivered_late
O01267,delivered,1,1.0,7.55,delivered_late
O01268,delivered,1,1.0,29.82,delivered_late
O01269,delivered,1,1.0,4.75,delivered_late
O01270,delivered,1,1.0,15.68,delivered_late
O01271,delivered,1,0.0,-6.56,delivered_on_time
O01272,delivered,1,1.0,12.42,delivered_late
O01273,cancelled,0,,,cancelled
O01274,delivered,1,1.0,0.33,delivered_late
O01275,delivered,1,0.0,-9.45,delivered_on_time
O01276,delivered,1,1.0,3.26,delivered_late
O01277,delivered,1,1.0,1.15,delivered_late
O01278,delivered,1,1.0,6.55,delivered_late
O01279,delivered,1,1.0,6.66,delivered_late
O01280,delivered,1,1.0,11.76,delivered_late
O01281,delivered,1,1.0,6.64,delivered_late
O01282,delivered,1,1.0,7.63,delivered_late
O01283,delivered,1,0.0,-2.34,delivered_on_time
O01284,delivered,1,0.0,-8.53,delivered_on_time
O01285,delivered,1,0.0,-3.73,delivered_on_time
O01286,delivered,1,1.0,1.32,delivered_late
O01287,delivered,1,0.0,-3.82,delivered_on_time
O01288,cancelled,0,,,cancelled
O01289,delivered,1,1.0,4.4,delivered_late
O01290,delivered,1,0.0,-4.45,delivered_on_time
O01291,delivered,1,1.0,13.08,delivered_late
O01292,delivered,1,0.0,-11.23,delivered_on_time
O01293,delivered,1,1.0,11.57,delivered_late
O01294,delivered,1,1.0,7.11,delivered_late
O01295,delivered,1,1.0,1.63,delivered_late
O01296,delivered,1,1.0,20.78,delivered_late
O01297,delivered,1,1.0,7.48,delivered_late
O01298,delivered,1,1.0,6.98,delivered_late
O01299,delivered,1,0.0,-5.31,delivered_on_time
O01300,delivered,1,1.0,16.2,delivered_late
O01301,delivered,1,1.0,6.69,delivered_late
O01302,delivered,1,1.0,4.62,delivered_late
O01303,delivered,1,1.0,0.59,delivered_late
O01304,delivered,1,0.0,-0.91,delivered_on_time
O01305,delivered,1,0.0,-17.83,delivered_on_time
O01306,delivered,1,1.0,1.71,delivered_late
O01307,delivered,1,1.0,23.6,delivered_late
O01308,delivered,1,0.0,-2.8,delivered_on_time
O01309,delivered,1,0.0,-2.57,delivered_on_time
O01310,delivered,1,1.0,11.74,delivered_late
O01311,delivered,1,,,unknown
O01312,delivered,1,1.0,37.01,delivered_late
O01313,delivered,1,1.0,16.16,delivered_late
O01314,delivered,1,1.0,17.51,delivered_late
O01315,delivered,1,1.0,12.47,delivered_late
O01316,delivered,1,0.0,-3.16,delivered_on_time
O01317,delivered,1,0.0,-1.11,delivered_on_time
O01318,delivered,1,0.0,-4.24,delivered_on_time
O01319,delivered,1,0.0,-3.42,delivered_on_time
O01320,delivered,1,1.0,6.6,delivered_late
O01321,delivered,1,1.0,21.7,delivered_late
O01322,delivered,1,1.0,1.01,delivered_late
O01323,delivered,1,1.0,22.3,delivered_late
O01324,delivered,1,0.0,-15.18,delivered_on_time
O01325,delivered,1,1.0,5.34,delivered_late
O01326,delivered,1,0.0,-0.18,delivered_on_time
O01327,delivered,1,0.0,-2.26,delivered_on_time
O01328,delivered,1,1.0,23.33,delivered_late
O01329,delivered,1,0.0,-11.69,delivered_on_time
O01330,delivered,1,1.0,16.3,delivered_late
O01331,delivered,1,1.0,14.09,delivered_late
O01332,cancelled,0,,,cancelled
O01333,delivered,1,1.0,2.85,delivered_late
O01334,delivered,1,1.0,7.21,delivered_late
O01335,delivered,1,1.0,1.83,delivered_late
O01336,delivered,1,1.0,9.28,delivered_late
O01337,delivered,1,0.0,-1.75,delivered_on_time
O01338,delivered,1,1.0,18.57,delivered_late
O01339,delivered,1,0.0,-0.8,delivered_on_time
O01340,delivered,1,0.0,-0.73,delivered_on_time
O01341,delivered,1,1.0,9.97,delivered_late
O01342,delivered,1,0.0,-3.59,delivered_on_time
O01343,delivered,1,,,unknown
O01344,delivered,1,1.0,1.53,delivered_late
O01345,delivered,1,0.0,-8.19,delivered_on_time
O01346,cancelled,0,,,cancelled
O01347,delivered,1,0.0,-4.41,delivered_on_time
O01348,delivered,1,0.0,-13.81,delivered_on_time
O01349,delivered,1,1.0,12.69,delivered_late
O01350,delivered,1,0.0,-6.08,delivered_on_time
O01351,delivered,1,1.0,11.29,delivered_late
O01352,delivered,1,0.0,-4.44,delivered_on_time
O01353,delivered,1,1.0,0.6,delivered_late
O01354,delivered,1,1.0,0.71,delivered_late
O01355,delivered,1,0.0,-6.96,delivered_on_time
O01356,delivered,1,1.0,7.3,delivered_late
O01357,cancelled,0,,,cancelled
O01358,delivered,1,0.0,-14.13,delivered_on_time
O01359,delivered,1,1.0,1.37,delivered_late
O01360,delivered,1,1.0,4.79,delivered_late
O01361,delivered,1,0.0,-13.11,delivered_on_time
O01362,delivered,1,1.0,12.83,delivered_late
O01363,delivered,1,0.0,-6.91,delivered_on_time
O01364,delivered,1,0.0,-8.01,delivered_on_time
O01365,delivered,1,1.0,19.03,delivered_late
O01366,delivered,1,1.0,11.54,delivered_late
O01367,delivered,1,1.0,9.55,delivered_late
O01368,delivered,1,0.0,-5.52,delivered_on_time
O01369,delivered,1,0.0,-3.05,delivered_on_time
O01370,delivered,1,1.0,3.68,delivered_late
O01371,delivered,1,1.0,8.69,delivered_late
O01372,delivered,1,0.0,-11.69,delivered_on_time
O01373,delivered,1,,,unknown
O01374,delivered,1,0.0,-5.38,delivered_on_time
O01375,delivered,1,0.0,-0.04,delivered_on_time
O01376,delivered,1,0.0,-9.69,delivered_on_time
O01377,delivered,1,1.0,0.5,delivered_late
O01378,cancelled,0,,,cancelled
O01379,delivered,1,0.0,-8.56,delivered_on_time
O01380,delivered,1,1.0,1.39,delivered_late
O01381,delivered,1,0.0,-6.03,delivered_on_time
O01382,delivered,1,0.0,-0.13,delivered_on_time
O01383,delivered,1,0.0,-3.65,delivered_on_time
O01384,delivered,1,0.0,-3.67,delivered_on_time
O01385,delivered,1,1.0,0.41,delivered_late
O01386,delivered,1,0.0,-5.6,delivered_on_time
O01387,delivered,1,1.0,6.65,delivered_late
O01388,delivered,1,0.0,-4.97,delivered_on_time
O01389,delivered,1,0.0,-9.95,delivered_on_time
O01390,delivered,1,0.0,-6.7,delivered_on_time
O01391,delivered,1,0.0,-0.11,delivered_on_time
O01392,delivered,1,0.0,-9.74,delivered_on_time
O01393,delivered,1,1.0,3.09,delivered_late
O01394,delivered,1,1.0,8.79,delivered_late
O01395,delivered,1,1.0,0.12,delivered_late
O01396,delivered,1,0.0,-3.89,delivered_on_time
O01397,delivered,1,0.0,-2.06,delivered_on_time
O01398,delivered,1,,,unknown
O01399,delivered,1,0.0,-0.6,delivered_on_time
O01400,delivered,1,1.0,6.96,delivered_late
O01401,delivered,1,0.0,-1.29,delivered_on_time
O01402,delivered,1,1.0,0.49,delivered_late
O01403,delivered,1,1.0,36.93,delivered_late
O01404,delivered,1,0.0,-5.61,delivered_on_time
O01405,delivered,1,1.0,9.5,delivered_late
O01406,delivered,1,1.0,4.32,delivered_late
O01407,delivered,1,0.0,-8.47,delivered_on_time
O01408,delivered,1,1.0,27.74,delivered_late
O01409,delivered,1,1.0,13.01,delivered_late
O01410,delivered,1,1.0,17.68,delivered_late
O01411,delivered,1,1.0,3.73,delivered_late
O01412,delivered,1,,,unknown
O01413,delivered,1,0.0,-1.54,delivered_on_time
O01414,delivered,1,0.0,-8.48,delivered_on_time
O01415,cancelled,0,,,cancelled
O01416,delivered,1,1.0,15.19,delivered_late
O01417,delivered,1,1.0,16.48,delivered_late
O01418,delivered,1,0.0,-7.01,delivered_on_time
O01419,delivered,1,0.0,-12.49,delivered_on_time
O01420,delivered,1,1.0,5.55,delivered_late
O01421,delivered,1,0.0,-2.72,delivered_on_time
O01422,delivered,1,1.0,8.6,delivered_late
O01423,delivered,1,1.0,0.72,delivered_late
O01424,delivered,1,0.0,-2.26,delivered_on_time
O01425,cancelled,0,,,cancelled
O01426,delivered,1,0.0,-3.76,delivered_on_time
O01427,delivered,1,1.0,6.93,delivered_late
O01428,delivered,1,0.0,-14.42,delivered_on_time
O01429,delivered,1,1.0,7.65,delivered_late
O01430,delivered,1,1.0,10.37,delivered_late
O01431,delivered,1,1.0,11.97,delivered_late
O01432,delivered,1,0.0,-14.71,delivered_on_time
O01433,delivered,1,0.0,-6.2,delivered_on_time
O01434,delivered,1,0.0,-2.02,delivered_on_time
O01435,delivered,1,1.0,14.72,delivered_late
O01436,delivered,1,0.0,-3.83,delivered_on_time
O01437,delivered,1,1.0,19.41,delivered_late
O01438,delivered,1,0.0,-2.59,delivered_on_time
O01439,delivered,1,0.0,-8.79,delivered_on_time
O01440,delivered,1,0.0,-11.56,delivered_on_time
O01441,cancelled,0,,,cancelled
O01442,delivered,1,,,unknown
O01443,delivered,1,1.0,8.01,delivered_late
O01444,delivered,1,1.0,2.35,delivered_late
O01445,delivered,1,0.0,-8.93,delivered_on_time
O01446,delivered,1,1.0,0.2,delivered_late
O01447,delivered,1,0.0,-10.83,delivered_on_time
O01448,delivered,1,0.0,-4.89,delivered_on_time
O01449,delivered,1,0.0,-3.94,delivered_on_time
O01450,delivered,1,1.0,5.16,delivered_late
O01451,delivered,1,0.0,-14.52,delivered_on_time
O01452,delivered,1,0.0,-7.43,delivered_on_time
O01453,delivered,1,0.0,-10.7,delivered_on_time
O01454,delivered,1,0.0,-10.56,delivered_on_time
O01455,delivered,1,1.0,14.65,delivered_late
O01456,delivered,1,1.0,2.65,delivered_late
O01457,delivered,1,0.0,-10.96,delivered_on_time
O01458,delivered,1,0.0,-8.89,delivered_on_time
O01459,delivered,1,1.0,13.74,delivered_late
O01460,delivered,1,0.0,-6.22,delivered_on_time
O01461,delivered,1,0.0,-1.32,delivered_on_time
O01462,delivered,1,1.0,8.34,delivered_late
O01463,delivered,1,1.0,15.82,delivered_late
O01464,delivered,1,0.0,-3.49,delivered_on_time
O01465,delivered,1,0.0,-3.12,delivered_on_time
O01466,delivered,1,1.0,12.47,delivered_late
O01467,delivered,1,1.0,20.1,delivered_late
O01468,delivered,1,0.0,-6.56,delivered_on_time
O01469,delivered,1,0.0,-12.5,delivered_on_time
O01470,delivered,1,1.0,27.8,delivered_late
O01471,delivered,1,1.0,4.1,delivered_late
O01472,delivered,1,1.0,25.81,delivered_late
O01473,delivered,1,0.0,-6.35,delivered_on_time
O01474,delivered,1,1.0,0.95,delivered_late
O01475,delivered,1,1.0,12.11,delivered_late
O01476,delivered,1,1.0,1.91,delivered_late
O01477,delivered,1,1.0,3.53,delivered_late
O01478,delivered,1,1.0,29.74,delivered_late
O01479,delivered,1,1.0,19.16,delivered_late
O01480,delivered,1,1.0,7.03,delivered_late
O01481,delivered,1,1.0,24.77,delivered_late
O01482,delivered,1,1.0,0.97,delivered_late
O01483,delivered,1,0.0,-1.56,delivered_on_time
O01484,delivered,1,0.0,-3.7,delivered_on_time
O01485,delivered,1,1.0,20.39,delivered_late
O01486,delivered,1,0.0,-3.04,delivered_on_time
O01487,delivered,1,0.0,-3.22,delivered_on_time
O01488,cancelled,0,,,cancelled
O01489,delivered,1,0.0,-11.49,delivered_on_time
O01490,delivered,1,0.0,-3.94,delivered_on_time
O01491,delivered,1,1.0,6.67,delivered_late
O01492,cancelled,0,,,cancelled
O01493,cancelled,0,,,cancelled
O01494,delivered,1,1.0,1.61,delivered_late
O01495,delivered,1,1.0,22.32,delivered_late
O01496,delivered,1,1.0,2.88,delivered_late
O01497,delivered,1,1.0,14.32,delivered_late
O01498,delivered,1,1.0,0.46,delivered_late
O01499,delivered,1,1.0,11.43,delivered_late
O01500,delivered,1,0.0,-1.9,delivered_on_time
O01501,delivered,1,0.0,-3.22,delivered_on_time
O01502,delivered,1,0.0,-2.93,delivered_on_time
O01503,delivered,1,1.0,21.68,delivered_late
O01504,delivered,1,1.0,3.54,delivered_late
O01505,delivered,1,0.0,-1.43,delivered_on_time
O01506,delivered,1,,,unknown
O01507,cancelled,0,,,cancelled
O01508,delivered,1,1.0,3.32,delivered_late
O01509,delivered,1,1.0,10.56,delivered_late
O01510,delivered,1,1.0,6.48,delivered_late
O01511,delivered,1,1.0,9.81,delivered_late
O01512,delivered,1,,,unknown
O01513,delivered,1,1.0,31.46,delivered_late
O01514,delivered,1,1.0,9.27,delivered_late
O01515,delivered,1,0.0,-4.6,delivered_on_time
O01516,delivered,1,0.0,-0.99,delivered_on_time
O01517,delivered,1,0.0,-5.59,delivered_on_time
O01518,delivered,1,0.0,-2.74,delivered_on_time
O01519,delivered,1,1.0,20.87,delivered_late
O01520,delivered,1,1.0,0.93,delivered_late
O01521,delivered,1,0.0,-7.67,delivered_on_time
O01522,delivered,1,0.0,-6.02,delivered_on_time
O01523,delivered,1,0.0,-3.78,delivered_on_time
O01524,delivered,1,1.0,4.57,delivered_late
O01525,delivered,1,1.0,20.0,delivered_late
O01526,delivered,1,0.0,-4.07,delivered_on_time
O01527,delivered,1,1.0,6.28,delivered_late
O01528,delivered,1,0.0,-8.96,delivered_on_time
O01529,delivered,1,1.0,15.52,delivered_late
O01530,delivered,1,0.0,-0.52,delivered_on_time
O01531,delivered,1,1.0,18.59,delivered_late
O01532,delivered,1,0.0,-10.34,delivered_on_time
O01533,delivered,1,1.0,23.35,delivered_late
O01534,delivered,1,1.0,3.12,delivered_late
O01535,delivered,1,0.0,-0.65,delivered_on_time
O01536,delivered,1,0.0,-11.76,delivered_on_time
O01537,delivered,1,0.0,-0.05,delivered_on_time
O01538,delivered,1,1.0,2.04,delivered_late
O01539,delivered,1,1.0,3.05,delivered_late
O01540,delivered,1,1.0,19.67,delivered_late
O01541,delivered,1,1.0,8.69,delivered_late
O01542,delivered,1,1.0,25.89,delivered_late
O01543,delivered,1,0.0,-3.73,delivered_on_time
O01544,delivered,1,1.0,13.59,delivered_late
O01545,delivered,1,0.0,-3.44,delivered_on_time
O01546,delivered,1,0.0,-17.91,delivered_on_time
O01547,delivered,1,1.0,0.91,delivered_late
O01548,delivered,1,1.0,0.53,delivered_late
O01549,delivered,1,1.0,3.01,delivered_late
O01550,delivered,1,0.0,-0.05,delivered_on_time
O01551,delivered,1,1.0,3.62,delivered_late
O01552,delivered,1,1.0,11.86,delivered_late
O01553,delivered,1,0.0,-11.16,delivered_on_time
O01554,delivered,1,1.0,8.82,delivered_late
O01555,delivered,1,0.0,-0.25,delivered_on_time
O01556,delivered,1,1.0,10.24,delivered_late
O01557,delivered,1,0.0,-0.02,delivered_on_time
O01558,delivered,1,0.0,-7.23,delivered_on_time
O01559,delivered,1,0.0,-6.48,delivered_on_time
O01560,delivered,1,1.0,11.17,delivered_late
O01561,delivered,1,0.0,-11.91,delivered_on_time
O01562,delivered,1,0.0,-14.01,delivered_on_time
O01563,delivered,1,0.0,-1.91,delivered_on_time
O01564,delivered,1,1.0,15.52,delivered_late
O01565,delivered,1,0.0,-1.99,delivered_on_time
O01566,delivered,1,1.0,1.85,delivered_late
O01567,delivered,1,0.0,-7.67,delivered_on_time
O01568,cancelled,0,,,cancelled
O01569,delivered,1,1.0,11.87,delivered_late
O01570,delivered,1,0.0,-4.28,delivered_on_time
O01571,delivered,1,1.0,12.38,delivered_late
O01572,delivered,1,0.0,-4.2,delivered_on_time
O01573,delivered,1,1.0,3.43,delivered_late
O01574,delivered,1,1.0,0.69,delivered_late
O01575,delivered,1,1.0,3.69,delivered_late
O01576,delivered,1,0.0,-10.96,delivered_on_time
O01577,delivered,1,1.0,11.35,delivered_late
O01578,delivered,1,1.0,22.76,delivered_late
O01579,delivered,1,1.0,9.11,delivered_late
O01580,delivered,1,0.0,-13.34,delivered_on_time
O01581,delivered,1,0.0,-1.56,delivered_on_time
O01582,delivered,1,1.0,10.05,delivered_late
O01583,delivered,1,1.0,1.52,delivered_late
O01584,delivered,1,1.0,25.0,delivered_late
O01585,delivered,1,1.0,12.79,delivered_late
O01586,delivered,1,1.0,8.21,delivered_late
O01587,delivered,1,1.0,24.82,delivered_late
O01588,delivered,1,1.0,9.18,delivered_late
O01589,delivered,1,0.0,-5.17,delivered_on_time
O01590,delivered,1,1.0,13.29,delivered_late
O01591,delivered,1,0.0,-10.62,delivered_on_time
O01592,delivered,1,1.0,4.15,delivered_late
O01593,delivered,1,0.0,-0.19,delivered_on_time
O01594,delivered,1,1.0,20.55,delivered_late
O01595,delivered,1,0.0,-4.48,delivered_on_time
O01596,cancelled,0,,,cancelled
O01597,delivered,1,0.0,-3.68,delivered_on_time
O01598,delivered,1,0.0,-4.56,delivered_on_time
O01599,delivered,1,1.0,8.26,delivered_late
O01600,delivered,1,0.0,-2.53,delivered_on_time
